data,precip,maxima,minima,horas_insol,temp_media,um_relativa,vel_vento
13/12/1975,1.8,25.9,19.9,8.2,21.94,79.75,5.666667
14/12/1975,0,23.7,15.5,13,19.6,61.5,7.666667
15/12/1975,0,27.9,13.8,12.2,20.94,63,3
16/12/1975,0,30.9,16.2,12.5,23.92,54.75,3
17/12/1975,0,32.9,17,12.4,24.88,58.25,5
18/12/1975,0,34.6,18.8,12.5,27.1,59.25,5
19/12/1975,0,34.7,21.2,9.3,25.66,69.25,2
20/12/1975,4.8,23.8,19.4,2.3,21.34,68.75,5
21/12/1975,0,29.6,17.5,9.7,22.96,75,4.666667
22/12/1975,0,32.1,19,8.2,25.34,63.5,3.333333
23/12/1975,0,30.8,20.2,6.1,24.58,81,6.333333
24/12/1975,19.4,27.2,19.4,11.4,22.12,65.5,4.666667
25/12/1975,0,29,16.7,12,21.9,62.75,6.333333
26/12/1975,0,30.9,16.2,12.2,23.1,63.5,3.666667
27/12/1975,0,32.4,20.7,11.1,26.24,63.75,2.333333
28/12/1975,0,26.3,19.2,11.8,20.96,48.5,6
29/12/1975,0,29.2,15.4,12.5,22.36,58.25,4
30/12/1975,0,32.3,17.6,13,23.88,60.5,6.666667
31/12/1975,0,32.9,17.8,13.1,24.72,49.5,4.666667
01/01/1976,0,32.4,20.2,9.5,25.28,63.25,2.666667
02/01/1976,1,32.7,20.7,9.2,25.52,69.5,6
03/01/1976,1.1,32.5,21.3,5.8,25.68,75,2.666667
04/01/1976,9.4,31.1,22.2,3.3,24.94,79.5,2.333333
05/01/1976,5,33.7,20.6,9.1,26.66,71.5,3
06/01/1976,25.7,28.4,21.5,4.1,24.14,87,5
07/01/1976,1.3,24.8,21.3,0,22.52,87,6.666667
08/01/1976,0.1,29.6,20.5,7.3,24.34,79.75,6.666667
09/01/1976,0.4,30.4,23.2,1.9,26.08,82.75,3
10/01/1976,8.8,27.9,23.7,8.3,24.72,83.25,7.333333
11/01/1976,0,25.2,21.9,1.8,23.38,83,5.333333
12/01/1976,0.1,30.6,21.5,3,24.7,83.5,1.333333
13/01/1976,13.4,31.3,21.3,6.6,26,78,2
14/01/1976,0.1,32.2,23.6,4.4,27.58,73,4.5
15/01/1976,2.4,26.8,23.3,1.9,24.66,80.5,6
16/01/1976,0,28.8,19.4,13,23.76,73.5,5
17/01/1976,0,32.6,19.4,12.9,25.56,77,4.666667
18/01/1976,0,35.2,21.4,9.7,27.12,79,3.666667
19/01/1976,0.7,34.8,23.5,6.2,27.48,84.5,4.333333
20/01/1976,7.6,24.8,20.2,1.4,21.4,61.5,8
21/01/1976,0,23.8,15.7,8.6,19.78,61,6.333333
22/01/1976,0,25,15.9,10.2,20.62,64,9.333333
23/01/1976,0,30.6,15.9,13.1,24.04,60,3
24/01/1976,0,33.4,20.4,7.4,24.48,74.25,4.333333
25/01/1976,10,28.9,20.5,6.3,25,74.75,5
26/01/1976,0,29.8,20.8,9.2,23.92,77.25,7
27/01/1976,11.5,24.9,20.3,4.2,22.3,57.75,8.333333
28/01/1976,0,26.1,19.4,11.6,22.32,68.5,11
29/01/1976,0,27.8,18.8,12.5,23.12,67.5,9.333333
30/01/1976,0,30.1,18.7,12.7,24.12,69.75,4.666667
31/01/1976,0,33,21.8,10.6,25.92,72,3.333333
01/02/1976,6.3,24.5,21.7,0,22.9,90.5,1.333333
02/02/1976,27.9,28.6,19.9,9.9,23.6,73.75,3.666667
03/02/1976,0,30.1,20.1,12.5,24.48,71.75,4
04/02/1976,0,30.7,20.9,10.8,24.9,70.75,3.333333
05/02/1976,35,25.5,20.2,4.1,22.14,76.25,8.666667
06/02/1976,0,27.4,16.9,12.5,21.9,65.75,5.333333
07/02/1976,0,26.6,18.8,11.4,22.26,66,6.333333
08/02/1976,0,28.3,16.4,12.7,22.44,61.25,4
09/02/1976,0,25,16.6,10.1,21.36,73,7
10/02/1976,0,26,15.5,10.7,20.94,70.5,4
11/02/1976,0,27.2,19,11.9,22.56,64.5,9.666667
12/02/1976,0,29.2,18.3,11.8,23.32,66,5.666667
13/02/1976,0,31.2,18.7,11.7,24.12,68,6.333333
14/02/1976,0,29.2,20.4,12.5,24.04,68.25,9
15/02/1976,0,29,20.5,12.4,23.96,69,10.333333
16/02/1976,0,30.4,20.4,12.3,24.48,74,6
17/02/1976,0,32.1,20.4,12.3,25.42,68.25,5.333333
18/02/1976,0,30.5,21.8,6.5,25.3,82.5,6
19/02/1976,3.2,30,21.8,8.2,25.06,79.25,10
20/02/1976,0,27.8,21.8,0.2,23.88,85.75,2.333333
21/02/1976,3.7,30.4,21.1,10.6,24.26,80.5,6
22/02/1976,4,24.9,18.9,8.8,20.78,65.25,6.666667
23/02/1976,0,24.9,13.5,11.7,19.6,69.5,5.333333
24/02/1976,0,29.1,16,11.3,22.72,70.5,4.333333
25/02/1976,0,30.5,19.3,9.6,24.76,75.25,2.333333
26/02/1976,0,29.5,21,9.7,24.02,81,6.666667
27/02/1976,0,31.8,21.6,11.1,25.4,75.5,5.333333
28/02/1976,0,32.4,19.9,10,25.98,69.25,4
29/02/1976,0,34.8,21.4,10.5,26.36,74.5,2.666667
01/03/1976,0,32.7,20.6,0,25.38,72,3
02/03/1976,5.8,27.9,16.9,9.6,22.08,72,4.333333
03/03/1976,0,33.4,20.3,7.9,26.16,74.25,2.666667
04/03/1976,10.5,32.3,23.3,3.9,25.82,80.75,2
05/03/1976,2.5,33.4,21.7,8,25.9,78,1
06/03/1976,0.4,30.1,23.7,4.1,26.56,74.25,2.666667
07/03/1976,0,32.4,13.2,2.8,24.44,79,1.666667
08/03/1976,0.3,31.2,22.5,5,25.86,80.5,2
09/03/1976,0.2,35.4,22.6,10.6,27.12,68.75,2
10/03/1976,32.6,26.9,22,1.2,23.8,90,1.666667
11/03/1976,13.9,32.4,19.4,10.5,26.04,74,2.333333
12/03/1976,0,27,20,0,22.32,88.75,6
13/03/1976,2,20,14,0,15.48,89.5,6.333333
14/03/1976,3.7,22,13.1,3.1,18.18,83.75,1.666667
15/03/1976,0.1,23.7,17.6,2.4,21.02,74.75,8.333333
16/03/1976,0.1,21.3,18,0,19.62,93,1.333333
17/03/1976,35.6,27.2,19.2,4.6,23.12,86.5,1.333333
18/03/1976,0.8,24.6,18.8,8.9,20.48,73,4.666667
19/03/1976,0,25.1,14.6,10.6,19.82,68.75,3.666667
20/03/1976,0,24.6,16.1,3,20.16,77.75,2.666667
21/03/1976,0,25.3,17.3,8.8,20.84,72.5,3
22/03/1976,0,24.6,12.7,10.8,18.7,61.5,2
23/03/1976,0,30.4,13.2,11,21.8,68.25,1.333333
24/03/1976,0,25.6,17.5,9.3,21.5,80.75,5.333333
25/03/1976,0.1,22.1,17.8,0,19.64,70.75,6.666667
26/03/1976,1.1,18.8,13.7,0,15.64,86,3.666667
27/03/1976,27.1,17,13.4,0,14.48,89.5,2.666667
28/03/1976,7.2,20.2,10.8,10.7,15,65.75,7
29/03/1976,0,22.4,10.4,10.6,15.36,73,3
30/03/1976,0,27.5,11.3,9,18.46,76.75,1
31/03/1976,0,28,15.4,7.2,21.52,68.75,1.666667
01/04/1976,0,30.4,17.8,7.5,22,71,4.666667
02/04/1976,14.8,22.4,18.1,2.4,19.26,83.75,4.333333
03/04/1976,0,23.6,15.4,8.4,19.4,80.25,5.666667
04/04/1976,0,31.1,18.5,8.8,25,65.75,5.5
05/04/1976,26.5,26.4,17.8,2.5,19.82,89.25,3
06/04/1976,3.7,19.8,15,0,16.32,85,5.333333
07/04/1976,7.1,18.8,14.6,0,17.16,78.25,7
08/04/1976,0.3,23.3,17.1,7.3,18.56,75.5,3
09/04/1976,0,24.5,15,1.9,19.7,71,1.333333
10/04/1976,12.4,22.9,17.6,2.4,18.78,83.5,5
11/04/1976,15.3,22.4,10.7,8.3,15.92,72.75,2.333333
12/04/1976,0,22.7,10.4,9.8,16.22,66.5,4.333333
13/04/1976,0,23.5,11.1,9.3,16.96,74.25,2.333333
14/04/1976,0,24,12.8,9.7,18.22,78.25,4.333333
15/04/1976,0,27.8,16,9.9,21.16,80.25,2
16/04/1976,0.1,28.1,17.7,7.2,21.04,87.75,4
17/04/1976,0,27.1,18.9,7.7,21.96,85,6.333333
18/04/1976,0.4,25.4,20.2,4.2,22.02,92,4.333333
19/04/1976,10.4,28.7,19.8,5.9,22.3,80.25,1
20/04/1976,14.6,23.1,18.5,3.8,19.88,72,5.333333
21/04/1976,0,19,13.4,7.1,15.36,64,10.5
22/04/1976,0,16.2,12.3,0.8,14.14,87,3.666667
23/04/1976,2.3,18.7,12.4,2.2,15.18,86.75,3.666667
24/04/1976,0.3,21.6,11.2,8.9,15.94,79.5,2.666667
25/04/1976,0.1,20.6,12.2,7.1,15.56,87,3.333333
26/04/1976,0.2,23.6,11.2,6,16.08,80.75,1
27/04/1976,0,23.6,11.4,9.9,16.48,73.75,2.333333
28/04/1976,0,23.8,11.4,9.6,16.72,78,1.333333
29/04/1976,0.1,24.9,12.6,8.9,17.98,74,2.666667
30/04/1976,0,20.2,12.9,3.7,16.86,74.5,5.333333
01/05/1976,0,20.2,12,9.4,15.4,78.5,3.333333
02/05/1976,0,22.7,13,9.3,17.02,80.75,4
03/05/1976,0,25.2,13.2,9.1,18.7,75.5,0.333333
04/05/1976,0,25.4,14.2,9.3,19.52,68.5,3
05/05/1976,0,26.4,13.6,9.2,19.6,74.25,2
06/05/1976,0,27.4,15.1,8.4,19.86,78.25,1
07/05/1976,0,27.2,16.7,6.5,20.62,78,2.666667
08/05/1976,42.6,19.8,14.9,0,16.9,78.5,5
09/05/1976,2,18.5,11.7,2.8,15.38,79,6.333333
10/05/1976,1,20.5,14.6,6,16.28,83.25,6.333333
11/05/1976,7.2,17.8,14.6,0,16.12,94,4.333333
12/05/1976,7,19.4,14.5,2.3,16.84,94,5
13/05/1976,13.5,21.4,16.3,7,17.66,85,7.333333
14/05/1976,0,22.1,14.7,7.5,17.98,82.25,6.333333
15/05/1976,0,23.8,16.5,2.8,19.14,82.5,4
16/05/1976,0,26,14.6,8.7,19.72,77.25,1.666667
17/05/1976,0,25,14.9,8.5,19.04,81.5,2.333333
18/05/1976,14.5,19.8,14.8,4.2,16.36,86.75,4.333333
19/05/1976,0,17.9,10.9,2.8,13.14,87.75,7
20/05/1976,19.5,16.4,10.1,3.9,11.94,81,3
21/05/1976,0,18,7.1,5.7,12.74,83.75,3.333333
22/05/1976,36.7,18,12.5,3.3,14.82,91.25,4
23/05/1976,8.2,17.4,12.4,0.2,14.64,89.75,6.333333
24/05/1976,0.2,19.5,13.2,2.3,15.5,89,1
25/05/1976,0.2,19.8,14.6,3.7,16.2,87.75,2.666667
26/05/1976,0.1,17.3,13.4,0,14.76,91,3
27/05/1976,0.3,19,14.2,3.1,16.26,87.25,3.666667
28/05/1976,0,16.9,14.7,0,16.2,96,7
29/05/1976,21.7,19.4,15.3,5,16.24,80.5,8.666667
30/05/1976,9.4,16,13.3,0,14.34,88.25,3.333333
31/05/1976,1.1,17.3,8.5,7,11.28,84.5,2.333333
01/06/1976,0,18.2,7.1,5.5,13.04,83.5,1
02/06/1976,0,20.4,12.5,7,15.36,83.75,1.666667
03/06/1976,0,15.6,6.1,8.3,9.66,76,1.666667
04/06/1976,0,17.5,7,8.3,13.14,77,6
05/06/1976,11.3,19.5,14.4,1.8,16.26,91.5,6.333333
06/06/1976,0.8,15.4,11.2,0,12.24,93.5,9
07/06/1976,3.5,13.8,10.3,1.2,11.64,94.75,2.333333
08/06/1976,0.9,15.2,7.5,3.2,10.94,86.75,2
09/06/1976,0.8,12.9,10.1,0,11.56,86.75,2.666667
10/06/1976,0.1,13.1,10.4,2.4,11.14,78.25,3
11/06/1976,0,12.8,7.8,9,9.14,74.75,7.333333
12/06/1976,0,12.5,4.9,5.1,8,81.25,3
13/06/1976,0,16.3,4.5,7.4,10.64,77,1
14/06/1976,2.6,16.4,10.5,8.8,12.38,75.5,5
15/06/1976,0,20.7,7.2,8.3,13.98,60.75,2.333333
16/06/1976,0.9,17,12,0.8,13.96,76,1
17/06/1976,7.5,15.9,8,8.1,10.8,59.75,3
18/06/1976,2.7,20.8,10,3.1,15.8,90.25,0.333333
19/06/1976,2.4,23.4,15.5,3.6,18.64,84,2.333333
20/06/1976,0.3,24.6,13.9,6.5,18.08,87,0.333333
21/06/1976,0,26.5,15.3,8.2,18.56,69.75,3
22/06/1976,0,26.8,12.6,8.5,18.1,71,1.666667
23/06/1976,0,26.5,12.4,8.4,19.54,61,2.666667
24/06/1976,0,26.8,12.6,8.3,19.72,59.75,5.333333
25/06/1976,0,24.9,11.7,2.9,16.08,86,5
26/06/1976,30,12.5,9,0,10.46,93.25,5.333333
27/06/1976,50.4,12.4,8.5,6.7,9.66,68.25,4
28/06/1976,0,14.3,4,8.6,8.6,77.25,3
29/06/1976,0,12.7,4.4,7,8.32,68.25,5.333333
30/06/1976,0,11.6,5.3,1.2,8.5,82.25,2.333333
01/07/1976,0.2,13.9,9.1,2.3,11.12,92.25,4.333333
02/07/1976,0.1,16.6,8.3,6,11.88,83.75,4
03/07/1976,0,20.2,11.8,8.5,15.66,80,4.666667
04/07/1976,0,18.3,12.1,3.8,13.44,80,4.333333
05/07/1976,0,15.7,4.8,7.5,9.52,76.5,2
06/07/1976,0,19.9,5.8,7.7,12.36,81.5,1
07/07/1976,0.1,20.5,12.1,4.1,14.28,84.5,3
08/07/1976,6.1,12.1,9.3,4.1,10.38,79.5,3.333333
09/07/1976,0,11.2,4.9,7.5,7.18,73,4.333333
10/07/1976,0,11.4,2.6,8.5,5.56,80,2
11/07/1976,0,16.1,1.3,8.2,8.92,77.25,3
12/07/1976,0.2,17,10.8,0,13.88,82.25,1.333333
13/07/1976,42.4,16.4,13.3,0,14.66,93,3.666667
14/07/1976,53.1,14.1,11.6,0,12.2,94.5,2
15/07/1976,27.1,14.8,9.3,7.3,10.62,87.75,3
16/07/1976,0.1,17,5.7,6.8,10.34,85.75,1.666667
17/07/1976,0.2,18.2,5.9,6.9,11.26,86,1.666667
18/07/1976,0,20.9,6,8.9,13.54,75.5,1.333333
19/07/1976,0,22.2,9.6,9.2,16.2,69,1.333333
20/07/1976,0,24.1,8.9,9.1,16.08,74,1.666667
21/07/1976,0,25.4,13,9,18.58,66.25,2.333333
22/07/1976,0,26.9,13.5,8.4,19.2,71.75,2.333333
23/07/1976,0,27.6,16.7,8.3,21.72,55.25,3.333333
24/07/1976,0,22.4,15.2,0.2,18.64,73.25,6.5
25/07/1976,16.1,23.9,15.7,0,17.92,91.5,2
26/07/1976,66.7,17.3,14,0,15.14,96.75,2.666667
27/07/1976,0.1,16.6,13.8,0,14.66,93.25,2
28/07/1976,0.1,18.6,13.3,0,16.2,87.75,5
29/07/1976,10.9,23.2,15.3,2.7,18.54,88,0.666667
30/07/1976,3.8,18.8,13.6,0,15.64,95.25,4
31/07/1976,24.1,15.8,13.8,0,15.12,89.75,8
01/08/1976,6,18.6,14.8,0.3,17.12,93.5,4.666667
02/08/1976,12.8,19.6,15.4,0,16.44,98.5,2
03/08/1976,15.6,16.2,15,0,15.38,96,11
04/08/1976,14.3,17.8,14.6,0,16.52,93.75,10.5
05/08/1976,13,21.2,16.1,2.2,17.2,90.25,1
06/08/1976,0,18.1,14.1,1.7,15.44,85.75,3.333333
07/08/1976,0,17,11.5,4.2,13.18,82,4.666667
08/08/1976,7,15.2,10.2,0,13.68,96,2
09/08/1976,18.3,16.5,13.1,0.2,14.18,86,2.666667
10/08/1976,0,15.1,9.6,9.2,11.18,76,3.333333
11/08/1976,0,17.8,4.5,9,11.22,78.5,2.666667
12/08/1976,0,16.7,9.4,4.8,12,89.75,0.666667
13/08/1976,0.2,16.6,8.2,9.2,11.76,60,5.333333
14/08/1976,0,11.8,6,3.5,8.84,79.25,5
15/08/1976,0.7,15,4.8,9.1,9.78,79.25,4
16/08/1976,0,19.3,6.4,9.8,12.48,70.25,1.666667
17/08/1976,0,14.2,10.5,0,12.58,94.5,3
18/08/1976,3.6,13.1,11.8,0,12.54,95.75,0.333333
19/08/1976,0.2,17.7,10.4,6.1,13.12,75.25,4.666667
20/08/1976,0,17.7,6,9.4,10.72,63.5,4
21/08/1976,0,16.5,4.2,8.6,9.94,73,2
22/08/1976,0,19.6,4.6,8.6,11.62,70.5,2.666667
23/08/1976,0,22.9,5.6,9.3,13.48,69,3.333333
24/08/1976,0,29.2,8.4,6.9,17.94,65.25,4.666667
25/08/1976,0,22.5,12.7,4.8,17.6,87.75,4.5
26/08/1976,0.3,24.7,16.4,5.4,18.66,79.25,3.333333
27/08/1976,0,27.2,12.8,9.1,20.3,69.5,3.333333
28/08/1976,0.1,22.4,15.3,3.2,17.26,82,4.333333
29/08/1976,2,16.4,11,10.3,12.52,75,5.333333
30/08/1976,0,23.8,7.9,9.4,14.96,73,2.333333
31/08/1976,0,28.2,10.7,9.3,19.04,65.25,2
01/09/1976,0,29.6,13.5,8.5,21.58,55,2
02/09/1976,0,28.8,16.3,2.3,22.54,63.75,2
03/09/1976,10,24.2,16,0,18,97.75,2.666667
04/09/1976,17.3,16,11.4,0,13.08,90.5,19
05/09/1976,26.4,14,10.6,2.5,12.2,70.25,7.666667
06/09/1976,3.7,13.7,10.6,0,12.42,96.75,5
07/09/1976,9.8,15.8,13,0,14.62,96,5.666667
08/09/1976,10.5,15.2,11.8,0,12.78,89,7
09/09/1976,4.4,13.8,9.3,0,10.98,86.75,3.333333
10/09/1976,0.2,14.2,9,3.4,11.28,63,4.666667
11/09/1976,0,14.8,5.4,9,10.36,76.5,3
12/09/1976,0,18.1,10,3.2,14.08,90.25,8.333333
13/09/1976,0.5,20.1,13.7,3.9,16,85,4.666667
14/09/1976,2.7,17.4,12.7,4.7,13.78,80,3
15/09/1976,0.2,20.6,7.8,9.2,13.2,81,2.333333
16/09/1976,0,24.1,10.1,10.3,16.28,71.75,1
17/09/1976,0,27.5,11.4,10.4,19.08,63,3.333333
18/09/1976,0,19.6,12.2,10.1,14.06,59.25,3.666667
19/09/1976,0,17.9,9.4,9.8,12.24,65.5,3.666667
20/09/1976,0,22.5,6.7,10.8,14.4,75.75,4
21/09/1976,0.2,27.1,9.8,8.7,17.56,76.75,1.333333
22/09/1976,0,24.9,14.8,3.3,18.5,60.25,6.666667
23/09/1976,0,19.6,8.4,11,13.92,74.75,6
24/09/1976,0,22.3,11.8,11,16.48,70,12.666667
25/09/1976,0,24.9,14.3,10.3,18.34,72,7.333333
26/09/1976,0,26.2,15.8,7.6,19.26,75.5,4.333333
27/09/1976,0,26.7,14.9,10.1,19.32,81.75,4.333333
28/09/1976,0,28.4,14.3,10.2,20.38,74.75,2.666667
29/09/1976,0,31.3,16.6,5.4,22.36,54.25,2.333333
30/09/1976,29.8,21,15.6,0,17.06,70.5,5.333333
01/10/1976,0,25,8.4,11.1,14.96,74.5,6
02/10/1976,0,19,7.7,10.1,14,63.25,6
03/10/1976,0,22.8,11,11.1,16.96,71.75,8
04/10/1976,0,25.2,15.4,4,19.2,81.25,9
05/10/1976,17.5,21.9,14.6,10.5,17.5,66,4
06/10/1976,0,22.9,11.8,9.8,16.54,57.5,4
07/10/1976,0,25.1,12.5,10.6,18.24,50.75,6.333333
08/10/1976,0,22.2,15,1.4,18,79.75,4
09/10/1976,3.3,25,16.2,7.9,18.84,83,4.333333
10/10/1976,3,20.2,14.5,6.2,16,78.25,4
11/10/1976,1.2,20.5,13.9,4.3,16.24,79.5,4.333333
12/10/1976,1.6,23.2,14.8,11.2,17.92,72,5.666667
13/10/1976,0,25.2,15.3,7.6,19.04,82.25,6.333333
14/10/1976,0,30.8,17.4,7.2,22.36,68.25,2
15/10/1976,0,24.3,14.9,10.8,18.98,74,7.333333
16/10/1976,10.6,26.4,17.2,3.9,21.28,77,2.333333
17/10/1976,0,23.6,17.9,0.1,20.26,88,0.333333
18/10/1976,5.6,18.9,13.9,0,15.9,80.75,6.666667
19/10/1976,5,17.6,11.8,9.9,13.82,69.25,5
20/10/1976,0,18.1,9.7,11.5,13.06,60.5,2.333333
21/10/1976,0,20.4,7.6,11.5,14.32,63.25,3.666667
22/10/1976,0,25.1,10.8,12.2,18.06,63.25,4
23/10/1976,0,22.4,15.5,1.4,18.26,83.75,3.333333
24/10/1976,10,24.4,13.4,9.2,19,66.25,3.666667
25/10/1976,0,25.9,13.6,8.6,19.32,65.5,7
26/10/1976,0,22.4,17,4.9,18.84,82,3.666667
27/10/1976,0,23.5,16.3,6,19.3,80.75,4.666667
28/10/1976,0,25,15.7,8.5,19.9,78.75,8.666667
29/10/1976,0,24.9,17,9.8,20.26,75.25,7
30/10/1976,0,30.9,17.8,11,24.2,63,7.666667
31/10/1976,26,27.3,18.2,2.6,22.52,78.25,3
01/11/1976,0,25,17.8,10.5,20.16,72.75,6
02/11/1976,0,25.5,15,12.6,19.52,69,6.666667
03/11/1976,0,23.2,17,1.8,19.86,89,8
04/11/1976,43.8,24.2,16.8,4.2,20.06,80,3.666667
05/11/1976,0,21,15,0,17.2,94,3
06/11/1976,29.2,18.4,11.8,5.3,15.48,68,5.333333
07/11/1976,1.2,24.1,13.8,11.6,18.72,57.5,7.666667
08/11/1976,0,26.5,11.5,10.8,18.7,59.5,3.666667
09/11/1976,0,25,11.1,12.6,18.26,56,1.333333
10/11/1976,0,22.8,12.3,12.4,17.26,71,4.333333
11/11/1976,0,23.6,10.6,10.8,17.02,68,4.333333
12/11/1976,0,25,13.8,10.4,19.36,69.25,9
13/11/1976,0,23.1,16.3,5,19,78.5,9.333333
14/11/1976,0,25.2,16.4,12.1,20.76,74,12
15/11/1976,0,28.2,18.1,11,22.1,75.5,11
16/11/1976,0,28.7,19.2,11.6,22.46,75,10.333333
17/11/1976,0,28.2,18.3,8.2,22.72,76.25,8
18/11/1976,3.4,27.1,20.5,2.5,22.84,79.75,3.333333
19/11/1976,1,26.8,18.9,7.4,22.2,54.75,2.666667
20/11/1976,0,21.6,17.7,0.8,19.18,77.5,3
21/11/1976,0.4,26.2,15.5,10.1,20.14,73.25,7.333333
22/11/1976,10,23.4,14.6,11.8,17.4,55.25,5.666667
23/11/1976,0,23.4,11.4,12.7,17.28,57.5,4.666667
24/11/1976,0,33.9,12.4,8.7,22.06,70.75,2.333333
25/11/1976,14.2,22.2,18,0.7,19.3,84.25,7
26/11/1976,0,25.1,16.9,5.2,20.84,82,10.333333
27/11/1976,0,29.3,17.9,11.9,22.82,77.25,7
28/11/1976,0,34.2,20,9,25.86,68.75,3.666667
29/11/1976,0,24.4,21.5,0,22.5,89,6
30/11/1976,3.3,27.8,20.8,1.2,23.38,86.75,4.333333
01/12/1976,33.4,22.6,20.3,1.4,20.94,90,6.333333
02/12/1976,0.7,27.8,18.8,8.3,22.04,76.5,5.333333
03/12/1976,0,27.9,18.3,8.6,22.2,71.5,2.666667
04/12/1976,0,29.6,16.6,11.2,23.56,65.25,2.333333
05/12/1976,0,31.3,20.5,9,25.26,65.75,4
06/12/1976,0,32.6,18.2,9.1,25.2,59.75,1
07/12/1976,54.4,25.6,20.4,0,21.94,90.5,6.333333
08/12/1976,3,21.3,16.8,4,18.1,67.25,4.666667
09/12/1976,0,21.1,11.7,12.6,16.56,55.5,5.333333
10/12/1976,0,27,11.8,12.6,19.9,63.75,1.666667
11/12/1976,0,32.4,16.5,10.4,24.74,62,4.333333
12/12/1976,0,33.8,19.3,12.6,26.18,49.25,2.333333
13/12/1976,0,33.8,19.3,9,27.78,57.25,5
14/12/1976,0,35.6,22.7,4.7,29.52,56.25,4.666667
15/12/1976,0,33.8,21.9,3.7,25.86,81.5,6.333333
16/12/1976,35.2,26.6,19.4,4.6,21.16,78.75,9.333333
17/12/1976,7.6,23.6,16.4,10.5,19.2,67.75,3.333333
18/12/1976,0,27.7,16.7,12.6,22.06,71.75,2.333333
19/12/1976,0,31.4,18.3,8.4,23.28,78,2
20/12/1976,26.5,26.7,19.6,6.5,22.5,76.25,3.333333
21/12/1976,0,26.7,18.8,9.3,22.4,74,4.666667
22/12/1976,0,29,18.9,7.1,23.66,68.5,3
23/12/1976,0.2,30.2,20.9,8.6,23.98,77,4.666667
24/12/1976,3.2,26.9,20.6,10.4,23.06,74,4.666667
25/12/1976,0,32.1,17.9,12.7,24.76,52,2.666667
26/12/1976,0,31,18.1,11.8,24.9,67,2.333333
27/12/1976,0,30.3,21.3,3,24.88,80.75,3.333333
28/12/1976,5.1,26.8,19.5,12.9,22.22,50.25,6
29/12/1976,0,25.6,16,11.4,20.3,59.75,4
30/12/1976,0,30.1,16,12.7,23.2,65,3
31/12/1976,0,34.1,20.3,10.4,27,64,4.5
01/01/1977,0,30.3,23.3,9.3,26.1,75,6.666667
02/01/1977,0,34,21.7,8.8,27.98,60.5,4.666667
03/01/1977,18.6,28.2,21.5,0.9,23.46,84.5,4
04/01/1977,9.2,24.6,20.4,1.1,21.38,80,8.333333
05/01/1977,0.8,26,16.8,10.9,21.2,69,8.333333
06/01/1977,0,27.2,16.5,12.5,22.02,64.75,9
07/01/1977,0,29.8,17.7,12.6,23.86,73,4.333333
08/01/1977,0,33.4,21.4,9.4,27.48,68.75,4
09/01/1977,0,31.7,23.6,1.4,27.12,71.25,4.333333
10/01/1977,0,31.4,24.4,1.8,26.34,73.75,3
11/01/1977,1,32.8,21.8,2.9,25.92,77,3.333333
12/01/1977,6.4,28.8,22.6,0.3,24.76,83.75,3.333333
13/01/1977,5.3,29.8,21.5,3,24.62,87.5,3
14/01/1977,5.2,31.6,21.1,6.9,25.46,81,4.333333
15/01/1977,14.6,30.8,21.6,6.8,24.76,81.75,3.333333
16/01/1977,1.7,29.8,20.8,0.4,24.2,84.75,2
17/01/1977,4.8,29.8,21.5,2.7,24.54,79,4
18/01/1977,5,25.8,20.6,0.8,22.52,83.5,9.333333
19/01/1977,2,28.2,21.4,12.5,24.28,75.75,12
20/01/1977,0,29.2,21.6,12.3,24.58,76.25,11.666667
21/01/1977,0,28.4,20.7,12.2,23.54,70,6.666667
22/01/1977,0,31.4,18.8,12.6,24.52,70.75,5
23/01/1977,0,33,21.7,5.3,26.14,71.75,2.666667
24/01/1977,0,33.4,22.1,10.2,27.04,70.75,4.666667
25/01/1977,0,27.2,23.2,8.3,24.4,80,4.233333
26/01/1977,1,29.2,21.8,8.1,24.6,76.5,3.3
27/01/1977,0,30.5,20.4,11.2,25.44,75,2.633333
28/01/1977,0,33.2,22.3,11.3,26.98,73.75,2.6
29/01/1977,0,35,22.7,6.3,26.54,72.75,2.533333
30/01/1977,2.4,28.6,20.7,11.2,24.42,74.5,5.333333
31/01/1977,0,29.4,21.1,7.1,24.88,73,4.166667
01/02/1977,0,29.2,22.3,6.2,24.92,76.25,8.2
02/02/1977,0.3,29.4,21.8,8.4,24.92,65.75,3.2
03/02/1977,0,29.6,18.4,11.8,23.56,70.75,3.3
04/02/1977,0,29.8,19.6,10.9,24.52,69.75,4.5
05/02/1977,0,31.9,21.8,6.7,25.02,84.25,5.3
06/02/1977,3.8,31.7,21.5,7.1,25.12,81.5,1.4
07/02/1977,3.8,29.9,22.4,11,25.42,76.5,4.733333
08/02/1977,0,34.6,23.5,4.8,27.18,75.5,2.9
09/02/1977,6.5,32.9,23,7.4,26.28,82.5,2.033333
10/02/1977,10,28.6,22.4,2.1,25.14,90.25,2.733333
11/02/1977,3.2,32.2,22.1,7.2,27.58,73,2.9
12/02/1977,1.3,28.5,20.1,0,22.88,83,2.666667
13/02/1977,0,33.4,22.1,7.7,25.66,80.75,2.9
14/02/1977,5.1,34.6,22.4,10.5,27,62,4.8
15/02/1977,1.2,33.5,21.6,9.5,25.62,78,3.966667
16/02/1977,10.8,36.1,21.7,9.9,27.16,69.5,2.3
17/02/1977,0.3,30.4,24.1,9.5,27.16,79.5,4.5
18/02/1977,0,28.8,23.2,1.2,25,85.75,2.866667
